tconst,directors,writers
tt11035364,nm0840573,\N
tt11041018,nm10734603,nm10734603
tt11058588,nm11031307,nm11031307
tt11058662,nm5502840,\N
tt1107389,nm1069854,nm0708835;nm0412809
tt11076026,nm3318714,nm4347597;nm3318714
tt11091572,nm11044399,\N
tt11091644,nm11044469,\N
tt11091996,\N,nm10099547
tt11096026,nm2203696,\N
tt11097506,\N,\N
tt11112072,\N,nm0421114
tt11126046,nm7992080,nm7992080
tt11129970,\N,\N
tt11150224,nm11068790,\N
tt11153896,nm11040701;nm10166656,nm7717457;nm12225159;nm11040701
tt11154008,nm1846347,\N
tt11161028,nm2576827,nm2576827
tt11162952,nm1258010,nm2665375
tt11167484,nm8497578,nm8497578
tt11183166,nm8439988,\N
tt1118679,nm2800155,nm2800155;nm2800344
tt11187282,nm11012801,nm11012801
tt11202668,nm1196938,nm1196938
tt11204146,nm3359146,\N
tt11209982,nm11089818,nm1532755
tt11212886,nm9569800,\N
tt11213140,nm0648057,\N
tt1121986,nm2819700;nm0150534,nm0150534
tt11231362,nm2390115,\N
tt11236226,\N,nm7302763
tt11237874,nm10796745,nm10796745
tt11240506,nm2305479,nm2305479;nm2287973;nm2899704
tt11241932,nm3645961,nm3645932
tt1124374,nm0961621,nm2806016;nm0961621
tt11261532,nm2403746,nm2403746
tt11262238,nm0645582,nm0645582;nm0420017
tt11269912,nm10121664,nm10121664
tt11274272,nm2897298,nm2897298
tt11277648,\N,nm0928191
tt11284244,nm1339108,nm1339108
tt11296184,nm11137461,nm11137462
tt11310070,\N,nm9192549
tt11310368,\N,\N
tt11310746,nm0731468,\N
tt11313190,\N,nm6789910
tt11319484,nm2023622,\N
tt1132168,nm0577821,nm0577821
tt11356102,nm11165340,nm11165347;nm11165340
tt11356886,nm8834750,nm9966017;nm9966018
tt11377246,nm5212051,nm5212051
tt11379620,nm4799300,\N
tt11380028,nm10919136,\N
tt1139807,nm1516015,\N
tt11401458,nm1802277,\N
tt11409394,nm3567773,nm3567773
tt11417944,nm11191371,\N
tt11418016,nm11191438,\N
tt11423582,nm6014039,nm6014048
tt11427142,nm8951189,nm8550880
tt1144021,nm0187972;nm1049059;nm0208767;nm0592033,\N
tt1144578,nm0595586,nm0595586
tt11450902,nm5455052,\N
tt11459138,nm11206923;nm1799320,nm11206923
tt11460678,nm2021641,nm2021641;nm1984342;nm3643208;nm2001591
tt11460862,nm8121029,nm8121029
tt11469732,nm11215127,\N
tt11470456,nm6914444,nm4453188;nm6914444
tt11485294,nm9242751,nm11221688
tt11486832,nm0276405,nm0560855
tt11489038,nm4274575,nm12579341;nm0857054;nm4274575
tt11492396,nm0891678,nm1098984
tt11497346,nm9846820,nm9846820
tt11502506,nm0633728,nm0644823;nm11227455
tt11505550,nm2320303,\N
tt11508438,nm5464371,nm8474565;nm3892831;nm5464371
tt1151425,\N,\N
tt1152287,nm0493967,nm0493967;nm2860037
tt1152830,nm1864022,nm1868973;nm1864022
tt1152840,nm1903582,nm1903582
tt11531530,nm4519806,nm9323449;nm4519806;nm7964656
tt11534386,nm1171514,nm1171514;nm3411081
tt11543704,\N,\N
tt1155527,nm0382337;nm0771209,nm0382337;nm0771209
tt11557830,nm5590870,\N
tt11558304,\N,nm8646592
tt11559914,\N,\N
tt11561486,\N,nm11067825
tt1156442,nm0923768,nm0621964
tt11568032,\N,nm0131436
tt11570158,nm11256536,\N
tt11570482,nm5757105,\N
tt1157605,nm0315065,\N
tt1158703,\N,\N
tt1158710,nm2872590,nm2872590
tt11591452,nm6202046,nm9361892;nm9361870;nm6202046
tt1159485,nm2551464,nm1907447
tt11602014,nm2067994,nm2067994
tt1160370,nm2580557,\N
tt11606516,nm1337818;nm0483811,\N
tt11614794,nm0085985,\N
tt1161798,nm1949273,\N
tt1161992,nm2882780,nm3435030
tt11620908,nm0201801,nm0201801
tt11628272,nm6418005,nm6418005
tt11642302,nm1386169,nm3979859
tt11643276,\N,\N
tt11643766,\N,nm2040801
tt11655942,nm11390273,nm5996122
tt11655996,nm3845546,\N
tt1166810,nm0998110,nm0998110
tt11675352,nm11225997,nm11302428
tt11678154,nm6357439,\N
tt1167819,nm0181102,nm0958351
tt11689106,nm10624255,\N
tt11694180,nm2697453,\N
tt11703314,nm11314796,nm11314801;nm13701276
tt1171264,nm0937556,nm0937556
tt11714608,nm2542573,\N
tt1171498,nm0018987;nm2896709,\N
tt1171669,nm0322894,nm2644309;nm0603198;nm1293872
tt1172193,nm1650463,nm2897503
tt11724164,nm10177794,\N
tt1172587,nm0012541,nm0012541;nm3138921;nm0223475;nm1330994;nm1179457
tt11729468,\N,nm0000607
tt1173547,nm2898577,\N
tt1173941,nm0108333,nm2105424;nm0051695;nm4902578;nm0108333
tt1174693,nm0153774,nm2903680
tt1175266,nm2904364;nm0954322,nm2905039;nm0937048
tt11766590,nm4942386,\N
tt1176726,nm0169253,\N
tt11773648,nm4402259,nm7860268
tt11778146,\N,nm2135100;nm3329156
tt11785434,nm11340281,\N
tt11786894,nm11351118,nm11351122
tt11795394,nm0003659,nm0196811
tt11805802,nm2843319,\N
tt11816226,nm8986666,\N
tt11817392,nm1896269,nm1896269
tt11821522,nm1096903,nm1096903
tt11827350,nm2226761,nm2226761
tt1184686,nm0784988,\N
tt11847684,nm1375239,nm1375239
tt11852204,\N,\N
tt11852794,nm0860746,nm0860746
tt11854142,nm2223147,nm7172964;nm2223147
tt11859952,\N,nm6924416
tt1186656,nm0125728,nm0863021
tt11883994,nm9276761,nm9276761
tt1188740,nm0682530,\N
tt11892174,nm2298619,\N
tt1189349,nm0821844,nm0821844
tt11896542,nm3597300,nm3597300
tt1190194,nm2933973;nm0608491,nm2933973;nm0608491
tt1190624,nm2810055,\N
tt11908172,nm0660098,nm0414871
tt11918248,\N,\N
tt11924028,nm11404453,nm11404453
tt11926388,nm0454095,\N
tt11926944,nm4370863,nm4370863;nm8038117
tt11933280,nm1880984,nm0112666;nm1807764;nm0997649
tt1193616,nm2943540,\N
tt11941834,nm0839978,\N
tt1194275,nm0953072,\N
tt11948256,nm11414458,nm11414458
tt11957016,nm1032091,nm1032091
tt11958790,nm1516376,nm1516376
tt1196940,\N,nm0357671;nm1201058
tt11972016,nm11390699,nm11390699
tt11980542,nm6078996,nm6078996
tt11981334,nm1412254,\N
tt11981382,nm8343989,nm8343989
tt11997368,nm11434079,nm11434079
tt12025582,nm3578067,\N
tt12033844,nm2208386,\N
tt1204368,nm0538632,nm1662765
tt12044426,nm5443077,nm5443077;nm6960435;nm10023640;nm10285716
tt12053046,\N,\N
tt12056266,nm1802277,\N
tt12065192,nm1073837,nm1073837
tt1207712,nm0538632,nm2522474;nm0411866;nm0538632
tt12077246,nm11469583,\N
tt1207781,nm3809038,nm1531125;nm3809038
tt1208657,\N,nm1117226
tt12087874,\N,nm11340768
tt12089676,\N,nm3578545
tt1209380,nm0613981,nm2967774
tt12095964,nm8168644,nm8168644
tt1210117,nm0459996;nm1637852,nm1075038;nm0459996;nm0472863;nm6296425
tt1211803,nm2968292,\N
tt12120020,\N,nm3430837;nm5645433
tt1212153,\N,\N
tt1213709,\N,\N
tt12157084,nm11501829,nm2805048
tt1215899,nm0207107,\N
tt12169216,nm9379836,\N
tt1217022,nm2547834,\N
tt12182160,nm9897919,nm9897919
tt12186042,\N,\N
tt12208546,\N,\N
tt12218052,nm0596302;nm1589704,\N
tt1223384,nm1028038,\N
tt12246218,\N,nm3376184
tt12247290,nm6909519,nm6909519
tt12247844,nm0793622,nm0793622
tt12250946,nm2596256,nm5967210
tt1225292,nm0775094,nm0775094
tt12255478,nm2250139,nm2250139
tt12275034,\N,nm10274509
tt1227772,\N,nm2226753
tt12289966,nm11053341,nm11580296;nm11580297;nm11054490;nm11053341
tt12305786,\N,nm1558978;nm0929696
tt12308738,nm11574567;nm5053941,nm11574567;nm5053941
tt12313210,nm7200929,nm7200929
tt12323872,nm0557623,nm0557623
tt12326862,nm9259379,\N
tt1232759,nm1254704,nm1254704
tt1233192,nm0423626,nm0423626;nm0001294
tt1233331,nm0463543,nm3015027;nm0851225
tt1233599,nm2171308,nm2171308;nm0453535
tt12350140,nm11591578,\N
tt1235522,nm0400441,nm3017566
tt12358104,nm0850173,nm0133561;nm0596668;nm1557873;nm2031286
tt12358410,nm11595733;nm11595732,nm11595733;nm11595732
tt12359018,nm11596144,\N
tt12367628,nm12470082;nm1031293;nm12470083,\N
tt1237887,nm0848974,nm0848974
tt12381202,nm7592835;nm0466576,nm11606155
tt12403702,nm0414405,nm0367218;nm0414405
tt12404448,nm11616595,\N
tt1240929,nm0746517,nm2342479;nm2336102
tt1240982,nm0337773,nm1104131;nm0078897
tt12419732,nm5969316,\N
tt1242517,nm3174449,nm2694261;nm2339375;nm3174449
tt12427618,nm9844469,nm1802130
tt12448982,nm0115879,nm0115879
tt12452830,nm0442954,nm11637822;nm1167751;nm0945868
tt12453186,nm0183659,nm0183659
tt12454162,\N,nm5314411
tt1245493,nm0209527,\N
tt1245528,nm1893665,nm1893665;nm1840907
tt12456584,nm4479660,nm8733701
tt1245668,nm1345749,nm1345749;nm3043099
tt12462730,nm0183659,\N
tt12464416,nm5090265;nm5089146,nm5090265;nm5089146
tt1247246,nm3002796,\N
tt12478874,\N,\N
tt1248235,nm2382713,\N
tt12482830,nm3249181,nm0233094
tt1248957,nm2020008,nm2808596
tt12490698,nm7652958,nm3227468;nm11652169;nm0208643
tt12492634,nm0183659,nm0183659
tt12511502,nm10898010,nm10898010
tt12512952,nm4954826,\N
tt1252488,nm0222427,nm1879189;nm1150796;nm2346340;nm0155027;nm2336554;nm2021383;nm3057599;nm0759785
tt12526694,nm8431980,nm8431980;nm5558733
tt1253596,nm0138007,nm3398648
tt12537550,nm11419189,nm11419189
tt1253843,nm1967657,nm1967657
tt1253852,nm2754257,nm3074883
tt12546578,nm1027912,nm1027912
tt12557760,nm1901100,nm1764900
tt12565232,nm5934163,nm5934163;nm9564611
tt12572710,\N,\N
tt12592846,nm10818300;nm11691291,\N
tt12601334,nm0702477,nm0182041;nm0702477
tt1260565,nm0904192,nm3070264;nm0904192;nm1626504
tt12606482,nm0955804,\N
tt12623426,nm9669482,nm9669482
tt12626224,\N,nm3409348
tt12631534,nm8645748,nm8711035;nm8645748
tt12632068,nm0610789,nm4835117
tt1264100,\N,nm3078203
tt1265616,nm2840359,nm2840359
tt1265619,nm0003297,nm0003297
tt1266545,nm2031002,nm2031002
tt12675106,nm0107788;nm0224916;nm1651774,nm0107788;nm0224916
tt1268884,nm2872658,nm2872658
tt1268922,nm0225303,\N
tt12702586,\N,\N
tt12724444,nm11743783,nm11743786
tt12728602,\N,\N
tt12728736,\N,\N
tt12737292,nm0519117,\N
tt1274277,nm2486764,nm2486764
tt1274284,nm2415824,nm2415824;nm3098726;nm6791377
tt1274297,nm0224020,nm0116263;nm0224020;nm0503182
tt12750524,\N,nm3253690
tt12755550,nm5015614,nm5015614
tt12758204,nm5877543;nm4738029,nm5877543;nm4738029
tt12759014,nm0247878,nm0247878;nm2505283
tt1276420,nm2289741,nm2289741
tt12764276,nm3579077,nm3579077
tt12766012,\N,nm10452671
tt12767498,nm0375876,nm0460458
tt1277145,nm1977646,nm1977646
tt12787498,nm11769863;nm11769918,\N
tt12793052,nm15930180;nm11519917,nm11519916;nm11519917
tt1279492,nm0910926,nm0398786;nm1296670
tt12796236,nm0037635,nm0037635
tt12806260,\N,\N
tt12809302,nm1227205,\N
tt12831818,nm10555141,nm10555141
tt12833678,\N,\N
tt1283919,nm2288698,nm2288698
tt12842922,\N,nm2676257;nm1436870
tt12845180,nm6167340,\N
tt1285219,nm2509543,nm2509543
tt12875228,\N,\N
tt12885748,\N,nm1738464
tt12916150,nm9126723,nm9136945;nm11826923;nm10470296
tt12924790,\N,\N
tt12927956,nm1644721,nm1644721
tt12929238,nm2546086,\N
tt1294215,nm1226069,nm1361864;nm2356525;nm1226069;nm3138499
tt12948832,nm0653756,nm4285054;nm0653756
tt12958516,nm4777327,nm4777327
tt12969746,nm9909259,nm1802130
tt12976188,nm8472295,nm8472295
tt12978528,nm9382100,nm9382100
tt12980140,\N,nm11847896
tt12982368,\N,\N
tt12985862,nm1009589,nm2873808;nm3815668
tt12987672,\N,\N
tt12990578,nm11424215,nm11424276;nm11424215
tt12993456,nm5674711,nm5674711
tt13007164,\N,\N
tt13009768,nm1215019,nm2532541;nm1215019
tt13011896,nm0536266,\N
tt13022816,nm11575735,\N
tt13034320,nm5418043,nm11872265;nm5418043;nm7666781
tt13049952,nm11229524,\N
tt13058146,nm2038130,nm3827758;nm2038130
tt13061978,nm4479041,nm4479041
tt13074728,nm10622631,nm10622631
tt13093552,nm1040181,nm1040181
tt1310674,nm1509903,\N
tt1311645,nm0803072,nm0436687;nm3170620;nm0803072
tt1312159,nm2121666,nm2121666
tt1314242,nm0636741,nm1354468;nm1493021;nm1715091;nm2289742;nm0636741
tt1314246,nm3176748;nm3176993;nm1266812;nm0729764;nm3023544;nm3125415;nm3464186,nm3176993;nm1266812;nm0729764;nm3023544;nm3125415;nm3464186;nm0951206
tt13143218,nm1390084,nm11919310;nm11919311
tt13143488,nm11376779,\N
tt1315424,nm1761288;nm1759159,nm1759159
tt13157732,nm1163827,\N
tt13158292,nm1564641,\N
tt13161258,nm11928152,nm2485681;nm11410753
tt13167320,nm11929769,nm11929769
tt13178236,nm11934261,nm11934261
tt13195740,nm6265549,nm6265549
tt13196156,nm9484608,nm6958582
tt13202854,nm0256384,nm0256384
tt13203582,nm5799675,\N
tt1321874,nm1975174,nm1322839
tt13220764,nm2148889,nm0647939;nm2537812
tt1322312,nm0123379,nm3192484
tt1325619,nm0523665,\N
tt13266974,nm3592235;nm0139867,nm5046012;nm1772444;nm2286682;nm1772128;nm0730422;nm0763468
tt1326799,nm3202986,nm3202986
tt1326946,nm1645641,nm3203543
tt1327010,nm3107818,\N
tt1327194,nm0382956,nm3391497;nm0817023
tt1327202,nm0035061,\N
tt13272770,nm0266622,\N
tt13276494,nm4047529,nm4047529
tt1328604,nm2287777;nm2517015;nm3209630;nm2406154;nm1449035;nm2188781,\N
tt1328615,nm3208375,nm3208436;nm3208375
tt13310936,nm9490928,nm4297037;nm9490928;nm12810392;nm17660117
tt1332587,nm0201897,\N
tt1333039,nm2543034,nm2543034
tt1333631,nm0695629,nm3218696;nm2970222;nm0786694
tt13345130,nm10666926,nm14595497;nm10666926
tt13345182,\N,nm0002042;nm1289171
tt13353520,nm0343517,nm0343517;nm4721801
tt13365078,nm10355174,\N
tt13372218,nm12024482;nm12024481,nm12024484
tt1337635,nm3236674,nm3236674
tt1337644,nm3235055,nm3232489;nm3233099;nm3235417;nm3235055
tt1337678,nm1267647;nm1269947,\N
tt13378004,nm3473705,\N
tt13387604,nm1580685;nm1272499,nm1272499
tt13387738,\N,\N
tt1339556,nm3209529,nm0080815;nm3209529
tt13400076,\N,\N
tt13400316,\N,nm4756169
tt13404340,nm1889733,nm0193691;nm1889733
tt1341167,nm0606439,nm0606439;nm1095060;nm1104036;nm1006581
tt13416828,\N,nm7387537
tt13417116,nm1503575,nm12044420;nm1738734;nm0817491;nm1156691
tt1341732,nm3237228,\N
tt13417396,\N,\N
tt13417584,nm2510425,nm2510425
tt1341809,\N,nm0572352
tt13423490,\N,\N
tt1342378,nm0249189,nm0037238
tt13428000,nm12048161,\N
tt1343023,nm0745722,nm0745722
tt1343089,nm2110780,nm2195555;nm1905117
tt13432938,nm0325691,\N
tt13438392,nm2325065,nm11850292
tt13438628,nm3452373,nm12150431
tt1344662,nm3248626,\N
tt1344690,nm3239037;nm3239373,nm3239373
tt13464586,nm3189255,nm12065969
tt13465976,nm8938254,nm8938254
tt1346850,nm0645231,nm0645231;nm2838332
tt1347175,nm2075456,nm2075456;nm3240894
tt13496386,nm3609466,nm11098469
tt13502992,nm3570039,\N
tt13503078,nm2382713,\N
tt1350546,nm0821018,nm0821018
tt1350908,nm3268736,\N
tt1351653,nm1135343;nm3268139,nm1135343;nm3268139
tt1351767,nm3286588,nm3286588
tt13531012,nm6691012,nm6691012
tt13533622,nm6632729,nm6632729
tt1354030,nm0080258,nm0080258;nm1033297
tt1354065,nm0897216,\N
tt13545702,nm1567950,nm0440256;nm0521805
tt13550894,\N,\N
tt13551400,\N,\N
tt13554922,nm9783505,nm9783506
tt13563504,nm6024307,nm6024307
tt13565016,\N,nm1297767;nm2148606
tt13567080,nm3281108,nm3281108
tt1356799,nm0409526,nm0409526;nm2556327
tt1356917,nm0721219,nm1287004;nm0721219
tt1356982,nm3276091;nm0452968,nm3276091;nm0452968
tt13570568,nm12002371,nm12002371
tt1358138,nm3202984;nm3202052,nm3202984;nm3202052
tt13582408,nm4019936,nm4019936
tt1360190,nm1634162,\N
tt13611066,\N,nm0057391
tt13620762,nm3564648,nm1014196;nm4652014
tt13623020,nm7432725,nm7432725
tt13624028,nm12138241,nm12138241
tt13633730,nm6430887,nm6430887;nm12141998
tt13651860,\N,nm8230135
tt1365451,nm2433919,nm1505557;nm1418732;nm2433919
tt13656182,nm3373750;nm1391052,\N
tt13660452,nm2761013,\N
tt13661068,nm5165653,nm5165653
tt13666282,nm0943100,\N
tt13670962,\N,nm12159322;nm5029202
tt13672900,nm12160404,nm12160405;nm3742061;nm12160412;nm12160404
tt13676948,nm12159183,nm12162036;nm12162037;nm12159183
tt13683442,nm12165272,\N
tt13684476,nm11887872,nm11887872
tt13685456,nm0868706,nm12166341;nm12166342
tt13701810,nm10464571,nm10464571;nm11064803
tt13705684,nm2932970,nm3756055;nm4172538;nm3756276;nm2932970
tt1370856,nm0416494,\N
tt1370865,nm3303597,nm3303597;nm2781059
tt1373147,nm0311678,nm0311678;nm10849651
tt13733886,nm12005649,nm12005649
tt13742930,nm1741741,\N
tt13745292,\N,nm12192044
tt13751060,\N,nm6077040;nm10378031
tt13774330,\N,nm12223171
tt13793498,nm5415746;nm13033952,nm7983301;nm5415746;nm13033952
tt13819898,\N,nm0164851
tt13834540,nm6674159,nm10864553;nm6674159
tt13846540,nm0133028,nm0133028;nm0545382;nm11598219
tt1385612,nm3341465,nm3341465
tt13857702,nm1486721;nm10523165,nm1486721;nm10523165
tt13857760,nm2010315,\N
tt13858010,nm6027315,\N
tt13872098,nm0607347,nm12245015;nm0607347
tt13872466,nm4583383,\N
tt1387528,nm0927253,nm0927253
tt13882910,nm7836526,\N
tt13891048,nm9009105,\N
tt13891744,nm5391725,\N
tt1389504,nm0482288,\N
tt1389510,nm0668201,\N
tt13899440,nm12257435,nm12257435
tt13905508,nm0756872,nm1841087
tt13907264,nm1119536,nm5719297;nm1119536
tt13913926,nm6174121,\N
tt1392259,nm0897200,nm8989313;nm1033297
tt13935548,\N,nm3365191;nm2877578;nm2235318
tt1396224,nm0228418,nm0228418
tt13968022,nm4834600,\N
tt13969962,nm7443350;nm0588406,nm7443350
tt13973390,nm1171959,nm2069831
tt13977868,nm3626376,nm4822259;nm3626376
tt13982842,nm0004354,nm0055129;nm0004354
tt13988386,nm3513668,nm3513668
tt13988678,nm10667305,nm10667305
tt1398949,nm3372147,\N
tt13993546,nm4543557,nm4543557
tt13998560,nm4515440,nm0310696
tt14008324,\N,\N
tt14017278,nm2603255,\N
tt14018772,nm12305101;nm12305102,nm12305102;nm12305101
tt14021922,nm9219774,\N
tt14022054,nm12305101;nm12305102,nm12305102;nm12305101
tt1402532,nm1375921,\N
tt14033522,nm0224066,nm0224066
tt14036690,nm8103504,nm12312718
tt1403861,nm1557922,nm1557922
tt1404074,nm3386278,\N
tt14044046,\N,nm0358564;nm0484933;nm0006256
tt14054848,nm12320292,nm12320292
tt14063668,nm2742573,nm4900659
tt1407164,nm0034925,nm1046027
tt1407226,nm0710561,nm3391396
tt1407251,nm3386508,nm3386508;nm3925232;nm3937976
tt14074042,nm11701024,nm11670613;nm11701024
tt14075518,\N,nm12313553
tt14077250,nm8315428,\N
tt1408086,nm1376086,\N
tt14081126,nm12332438,\N
tt14090546,nm12336848,nm12336850
tt1409815,\N,nm0118649;nm0716391
tt1410246,\N,\N
tt14106290,nm1562418,\N
tt14108010,nm12344323;nm11737837,nm12344323;nm11737837
tt14110690,nm3578957,nm3578957
tt1411713,nm2679559,nm2679559;nm3453760
tt14122278,nm3746271,nm1949122
tt14125262,nm2873754,nm2873754
tt1412531,nm2417215;nm2613555,nm2613555
tt1412561,nm0820763,nm0820763
tt14126724,nm0181263,\N
tt14129454,nm1828395;nm2902621,nm0326219;nm0606330;nm6351600
tt14130154,nm4789215,nm4789215
tt1413851,nm2294501,nm3405683
tt14140740,nm1660955;nm10797229,nm1660955
tt14153584,nm1502944,nm1502944
tt14169156,nm8513504;nm5934788,\N
tt1417034,nm3411079,nm3411079
tt1417054,nm0863674,nm0329645
tt1418252,nm3410161,\N
tt14183024,nm9844116,nm11059145
tt14183904,nm6025874,nm6025874
tt14188294,nm7489722,nm4335419
tt14210948,nm1175583,\N
tt14212580,nm2414771;nm8191842,nm2414771;nm8191842
tt14214940,nm3565732,nm4281831
tt14216534,nm2172066;nm12392114,nm2172066
tt14217026,nm11183004,nm0106517;nm0347310
tt1422602,nm0238302,nm0238302
tt1422712,nm2751844,nm2780766
tt14230306,\N,\N
tt14230740,\N,\N
tt14231706,nm6984993,\N
tt14243068,nm12402769,nm12402769
tt14246460,\N,\N
tt1424791,nm3418423,\N
tt14250244,\N,nm12405823;nm12405824;nm6577659
tt14260794,nm12410966,\N
tt14266488,nm8894369;nm9547690,nm9547690;nm8894369
tt14272136,nm8868807,nm8868807
tt1427700,nm3434047,nm3432900
tt14285460,nm12419639,nm12419639
tt1429409,nm0674420,nm0674420
tt14296338,nm2006185,nm8818931
tt14308892,nm1761759;nm1577453,\N
tt1431005,\N,\N
tt1431108,nm1182241,\N
tt1431142,nm1135790,nm1135790;nm3447021;nm0947710
tt14315640,nm3016324,nm3016324
tt14315814,nm10900389,\N
tt14318244,\N,\N
tt1433528,nm1000499;nm3554224,nm1000499;nm3554224
tt1433804,nm3209529,nm0408765;nm3209529
tt14350480,\N,\N
tt14362502,nm1625346,nm1625346
tt1436347,nm2970193,nm2970193
tt14371752,\N,\N
tt1437200,nm0444290,nm0444290
tt14389674,nm1794344,nm6093161;nm5510614
tt14398828,nm11209358,nm11209358;nm12465226
tt1440245,nm3372203;nm3449102,nm3453760;nm3372203
tt14403860,nm8613968,nm12467335
tt14404384,nm12467630,nm12467630;nm7998415
tt14412532,nm0031967,nm3491132;nm9363337;nm0031967
tt14416318,nm4144035,nm4144035
tt1442012,nm0880885,\N
tt1442223,nm0597026;nm2671950;nm3466537,nm1935987;nm3466085;nm1127888
tt1442327,nm2018758,nm2018758
tt1444683,nm2228615,nm3447494;nm2228615
tt14464238,nm2900496,\N
tt14484750,nm12501334,\N
tt14484874,nm1961514,nm1961514
tt1449384,nm2612196,\N
tt14502682,nm12509082,\N
tt1450330,nm0191147,nm0191138;nm0191147
tt1451747,nm0650004,\N
tt14521374,nm2062864,\N
tt14532686,\N,nm8524703;nm5321257
tt14548836,\N,\N
tt14550270,nm7942140,nm7942140
tt14577870,nm0838936,nm0398849
tt14579368,nm2941372,nm2941372
tt14583986,nm4698749,nm4698749
tt14586500,nm11785575,nm11785575
tt1459219,nm0497489,\N
tt14599504,nm0885678,\N
tt14599606,nm2143171,\N
tt14611642,nm12555726;nm2169568,nm12555726;nm2169568
tt14617336,nm10599205,nm10599205
tt14625692,nm6340056,nm3159111
tt14631360,nm0495967,nm0495967
tt1464344,nm0957459,nm0957459
tt14643640,nm8061992,nm8061992;nm10207329
tt1464605,nm0788243,nm0788243
tt14655354,nm4580645;nm4579769,nm4580645;nm4579769
tt14657212,nm12576249;nm12576248,\N
tt14658160,nm12576774,nm12576774
tt1465840,nm0157769,nm3831246
tt14669722,nm3380427,nm3380427
tt1467061,nm1335774,nm1419887
tt14677540,nm8636907,\N
tt14682084,nm0477771,nm0477771
tt14713164,nm0944529,nm12601219;nm12601221;nm12601220;nm12601222
tt14714980,nm0000128,nm2286104;nm0000128
tt1472459,\N,nm2840359
tt14726550,nm2979684,nm2979684
tt1473002,nm0576404,nm0576404;nm3404347
tt14734066,nm0879772,nm0015101;nm0457207
tt14752690,nm9947071,nm9947071
tt1475350,nm3536209;nm3548666,nm3536209;nm3548666
tt14760250,nm2078601,\N
tt14764922,nm12578196;nm0465524,\N
tt14765176,nm0168693,\N
tt14770814,nm2839006,nm2839006
tt14772926,nm0271792,nm0271792
tt14779420,\N,nm3754108;nm8037224
